address;zipcode;latitude;longitude;title
455 Albee Square, Brooklyn, NY 11201;11385;40.69046;-73.98348;Brooklyn Studios
455 Albee Square, Brooklyn, NY 11201;11391;40.69046;-73.98348;Brooklyn Studios
455 Albee Square, Brooklyn, NY 11201;11397;40.69046;-73.98348;Brooklyn Studios
455 Albee Square, Brooklyn, NY 11201;11503;40.69046;-73.98348;Brooklyn Studios
455 Albee Square, Brooklyn, NY 11201;11509;40.69046;-73.98348;Brooklyn Studios
455 Albee Square, Brooklyn, NY 11201;11515;40.69046;-73.98348;Brooklyn Studios
455 Albee Square, Brooklyn, NY 11201;11521;40.69046;-73.98348;Brooklyn Studios
455 Albee Square, Brooklyn, NY 11201;11527;40.69046;-73.98348;Brooklyn Studios
455 Albee Square, Brooklyn, NY 11201;11533;40.69046;-73.98348;Brooklyn Studios
455 Albee Square, Brooklyn, NY 11201;11539;40.69046;-73.98348;Brooklyn Studios
455 Albee Square, Brooklyn, NY 11201;11545;40.69046;-73.98348;Brooklyn Studios
455 Albee Square, Brooklyn, NY 11201;11551;40.69046;-73.98348;Brooklyn Studios
